Place;Date;Page;Sector;Country Code;Year;Latitude;Longitude;Country;Region;Region District
Jindřichov (Šumperk);;12;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Jindřichovice;;6;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Jindřichovice pod Smrkem;;3;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Jindřichův Hradec;1994-01-01;19;D;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Jinín;;17;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Jinošov;;21;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Jirkov;;7;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Jirny;2003-08-10;9;C;CZ;2003;#N/A;#N/A;#N/A;#N/A;#N/A
Jírovice;1994-01-01;19;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Jiřetín pod Jedlovou;;3;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Jiřice (Mělník);;8;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Jiřice (PeIhřimov);;20;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Jiřice u Miroslavi;2023-05-01;35;B;CZ;2023;#N/A;#N/A;#N/A;#N/A;#N/A
Jiříkov;;3;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Jistebnice;;18;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Jistebník;1994-01-01;24;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Jítrava;;3;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Jívová;;23;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Jizerka;;4;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Josefův Důl;2009-05-08;3;B;CZ;2009;#N/A;#N/A;#N/A;#N/A;#N/A
Jovice;2019-08-18;41;D;SK;2019;48,6330044;20,5517553;Slovensko;Košický kraj;okres Rožňava
Jovsa;2020-07-28;44;A;SK;2020;48,8199458;22,0957487;Slovensko;Košický kraj;okres Michalovce
Jur nad Hronom;1994-01-01;48;B;SK;1994;48,1255634;18,6278816;Slovensko;Nitriansky kraj;okres Levice
Jur pri Bratislave;1994-01-01;46;B;SK;1994;48,2541879;17,2127253;Slovensko;Bratislavský kraj;okres Pezinok
Jurová;1996-05-19;47;C;SK;1996;47,9349144;17,5220539;Slovensko;Trnavský kraj;okres Dunajská Streda
Juskova Voľa;;43;A;SK;1899;48,8784905;21,5669737;Slovensko;Prešovský kraj;okres Vranov nad Topľou
Kaceřov (Plzeň-sever);;7;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kaceřov (Sokolov);;5;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kácov;;19;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kačice;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kadaň;;7;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kadaňský Rohozec;;7;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kadlín;;9;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kadov;;17;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kajal;2025-08-16;47;B;SK;2025;48,1855384;17,7863393;Slovensko;Trnavský kraj;okres Galanta
Kalek;;7;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kalinčiakovo;1994-01-01;49;A;SK;1994;48,2003406;18,6602821;Slovensko;Nitriansky kraj;okres Levice
Kalinov;2020-06-19;29;D;SK;2020;49,3179194;21,9211763;Slovensko;Prešovský kraj;okres Medzilaborce
Kalinovo;2019-06-22;40;D;SK;2019;48,3948069;19,7084748;Slovensko;Banskobystrický kraj;okres Poltár
Kaliště (Jihlava);;19;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kaliště (Pelhřimov);;19;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kálna nad Hronom;1994-01-01;48;B;SK;1994;48,1997294;18,5185286;Slovensko;Nitriansky kraj;okres Levice
Kalná Roztoka;2026-06-01;44;A;SK;2026;48,9683462;22,3150124;Slovensko;Prešovský kraj;okres Snina
Kálnica;2021-10-10;37;D;SK;2021;48,7635953;17,9211908;Slovensko;Trenčiansky kraj;okres Nové Mesto nad Váhom
Kalonda;;50;B;SK;1899;48,2578802;19,6560315;Slovensko;Banskobystrický kraj;okres Lučenec
Kamanová;;38;C;SK;1899;48,4736571;18,100367;Slovensko;Nitriansky kraj;okres Topoľčany
Kámen;2018-10-29;19;D;CZ;2018;#N/A;#N/A;#N/A;#N/A;#N/A
Kameňany;2018-07-01;41;D;SK;2018;48,5772898;20,1913084;Slovensko;Banskobystrický kraj;okres Revúca
Kamenec pod Vtáčnikom;2025-05-02;38;D;SK;2025;48,6718679;18,5472974;Slovensko;Trenčiansky kraj;okres Prievidza
Kamenec u Poličky;;21;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kamenica nad Cirochou;2026-06-02;44;A;SK;2026;48,9315807;21,9957848;Slovensko;Prešovský kraj;okres Humenné
Kamenica nad Hronom;1994-01-01;49;C;SK;1994;47,831365;18,7255004;Slovensko;Nitriansky kraj;okres Nové Zámky
Kamenice (Jihlava);;20;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kamenice (Praha-východ);;8;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kamenice nad Lipou;1994-01-01;19;D;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Kamenický Šenov;;2;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kameničky;;20;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kameničná;2018-07-01;48;C;SK;2018;47,8186523;18,042375;Slovensko;Nitriansky kraj;okres Komárno
Kamenín;1994-01-01;48;D;SK;1994;47,8874765;18,6426072;Slovensko;Nitriansky kraj;okres Nové Zámky
Kamenná Poruba;2021-07-26;39;A;SK;2021;48,8477956;21,6554587;Slovensko;Prešovský kraj;okres Vranov nad Topľou
Kamenné Žehrovice;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kamenný Most;1994-01-01;49;C;SK;1994;47,8523806;18,6566838;Slovensko;Nitriansky kraj;okres Nové Zámky
Kamenný Přívoz;1994-01-01;18;B;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Kamenný Újezd (České Budějovice);;32;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kamenný Újezd (Rokycany);;17;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kamienka;1994-01-01;27;D;SK;1994;48,9057957;21,999438;Slovensko;Prešovský kraj;okres Humenné
Kamýk nad Vltavou;;18;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kanice;;16;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kaplice;2024-03-30;32;B;CZ;2024;#N/A;#N/A;#N/A;#N/A;#N/A
Kapušany;1994-01-01;42;B;SK;1994;49,0446781;21,3322446;Slovensko;Prešovský kraj;okres Prešov
Kapušianske Kľáčany;;44;C;SK;1899;48,5301199;22,1062395;Slovensko;Košický kraj;okres Michalovce
Káraný;;9;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kardašova Řečice;2018-11-01;19;C;CZ;2018;#N/A;#N/A;#N/A;#N/A;#N/A
Karle;;21;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Karlova Studánka;;12;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Karlova Ves;1994-01-01;46;B;SK;1994;48,1592404;17,0526768;Slovensko;Bratislavský kraj;
Karlovice;2022-04-15;13;C;CZ;2022;#N/A;#N/A;#N/A;#N/A;#N/A
Karlovy Vary;;6;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Karlštejn;1995-07-29;8;C;CZ;1995;#N/A;#N/A;#N/A;#N/A;#N/A
Karná;;43;B;SK;1899;48,9844958;21,8060267;Slovensko;Prešovský kraj;okres Humenné
Karolinka;2018-07-01;24;C;CZ;2018;#N/A;#N/A;#N/A;#N/A;#N/A
Karviná;;24;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Karviná - Doly;;24;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kařez;1994-01-01;17;B;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Kasejovice;;17;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kašava;;23;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kašperské Hory;;17;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kaštice;;7;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kateřinice;;23;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kátlovce;;37;C;SK;1899;48,5253817;17,6098435;Slovensko;Trnavský kraj;okres Trnava
Katovice;1995-08-09;17;D;CZ;1995;#N/A;#N/A;#N/A;#N/A;#N/A
Katušice;;9;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kavečany;;42;B;SK;1899;48,7748988;21,2067674;Slovensko;Košický kraj;
Kaznějov;2018-07-01;7;C;CZ;2018;#N/A;#N/A;#N/A;#N/A;#N/A
Kbel (Mladá Boleslav);;9;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kbel (Plzeň-jih);;17;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kbely;;8;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kdyně;;16;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Keblov;;19;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kecerovce;2020-07-29;43;A;SK;2020;48,8258768;21,4144918;Slovensko;Košický kraj;okres Košice - okolie
Kecerovské Pekľany;;43;A;SK;1899;48,8266585;21,4149231;Slovensko;Košický kraj;okres Košice - okolie
Kečovo;1994-01-01;41;D;SK;1994;48,4926227;20,483668;Slovensko;Košický kraj;okres Rožňava
Kejžlice;;20;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kelč;;23;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kelča;;43;B;SK;1899;49,0606073;21,6951547;Slovensko;Prešovský kraj;okres Vranov nad Topľou
Kendice;1994-01-01;42;B;SK;1994;48,9250566;21,243099;Slovensko;Prešovský kraj;okres Prešov
Kestřany;;18;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Ketkovice;;21;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kežmarok;1994-01-01;27;D;SK;1994;49,1362088;20,4308701;Slovensko;Prešovský kraj;okres Kežmarok
Kiarov;2018-07-01;50;A;SK;2018;48,1100682;19,4104946;Slovensko;Banskobystrický kraj;okres Veľký Krtíš
Kišovce;1994-01-01;41;B;SK;1994;49,0204731;20,3732055;Slovensko;Prešovský kraj;okres Poprad
Kľačno;1994-01-01;38;B;SK;1994;48,9102606;18,6566593;Slovensko;Trenčiansky kraj;okres Prievidza
Kladky;;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kladná - Žilín;;37;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kladné;;32;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kladno;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kladruby;;16;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kladruby nad Labem;;10;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kľak;;38;D;SK;1899;48,5826196;18,6438171;Slovensko;Banskobystrický kraj;okres Žarnovica
Klánovice;1994-01-01;9;C;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Klapý;;8;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klasov;2023-08-19;48;A;SK;2023;48,2762773;18,2579624;Slovensko;Nitriansky kraj;okres Nitra
Klášter;;17;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klášter Hradiště nad Jizerou;;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klášterec;;31;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klášterec nad Ohří;;6;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klášterec nad Orlicí;;11;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klášterecká Jeseň;;6;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kláštor pod Znievom;1994-01-01;39;A;SK;1994;48,9743989;18,8019261;Slovensko;Žilinský kraj;okres Martin
Klátova Nová Ves;2018-07-01;38;C;SK;2018;48,5632384;18,3093087;Slovensko;Trenčiansky kraj;okres Partizánske
Klatovy;1995-07-31;16;D;CZ;1995;#N/A;#N/A;#N/A;#N/A;#N/A
Klčov;1994-01-01;41;B;SK;1994;49,0024511;20,6690863;Slovensko;Prešovský kraj;okres Levoča
Klecany;;8;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kleňany;2018-07-01;49;B;SK;2018;48,1176454;19,073115;Slovensko;Banskobystrický kraj;okres Veľký Krtíš
Klenčí pod Čerchovem;;16;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kleneč;;8;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klenice;;10;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klenov;;42;B;SK;1899;48,9293765;21,0549607;Slovensko;Prešovský kraj;okres Prešov
Klenová (Humenné);;44;A;SK;1899;49,0675482;21,8863624;Slovensko;Prešovský kraj;okres Humenné
Klenová (Jindřichův Hradec);;33;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klenová (Klatovy);;16;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klenovec;1994-01-01;40;D;SK;1994;48,5969854;19,8904579;Slovensko;Banskobystrický kraj;okres Rimavská Sobota
Klenovice na Hané;;22;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klepačov;;21;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klíčany;1994-01-01;8;D;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Klíčov;;16;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klikov;;33;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klimkovice;2003-10-03;24;A;CZ;2003;#N/A;#N/A;#N/A;#N/A;#N/A
Klin;1994-01-01;26;C;SK;1994;49,4350714;19,4971363;Slovensko;Žilinský kraj;okres Námestovo
Klíny;;1;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klíž;2018-07-01;;;SK;2018;48,5524669;18,3678102;Slovensko;Trenčiansky kraj;okres Partizánske
Klížska Nemá;2025-08-02;47;D;SK;2025;47,7514804;17,8199414;Slovensko;Nitriansky kraj;okres Komárno
Klížske Hradište;2018-07-01;38;D;SK;2018;48,5566867;18,3712389;Slovensko;Trenčiansky kraj;okres Partizánske
Kloboučky;;36;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klobouky;;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klobuky;;8;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klobušice;2019-09-29;38;A;SK;2019;48,9861271;18,21886;Slovensko;Trenčiansky kraj;okres Ilava
Klokočov (Čadca);2004-02-14;24;D;SK;2004;49,4478165;18,5664277;Slovensko;Žilinský kraj;okres Čadca
Klokočov (Havlíčkův Brod);;20;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klokočov (Michalovce);;44;A;SK;1899;48,8143498;22,0296342;Slovensko;Košický kraj;okres Michalovce
Klokočov (Opava);;23;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Klubina;1994-01-01;25;C;SK;1994;49,3540142;18,8941435;Slovensko;Žilinský kraj;okres Čadca
Kľúčovec;2025-08-02;47;D;SK;2025;47,7957675;17,7165402;Slovensko;Trnavský kraj;okres Dunajská Streda
Kluk;;9;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kluknava;1994-01-01;42;A;SK;1994;48,9221;20,9384978;Slovensko;Košický kraj;okres Gelnica
Kluky;;18;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kľušov;1994-01-01;28;D;SK;1994;49,2477263;21,2566642;Slovensko;Prešovský kraj;okres Bardejov
Kly;;8;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kmeťovo;2023-08-19;48;A;SK;2023;48,1680489;18,2795321;Slovensko;Nitriansky kraj;okres Nové Zámky
Kněždub;;37;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kněževes (Praha-západ);;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kněževes (Rakovník);;7;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kněžice (Nymburk);;10;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kněžice (Třebíč);;20;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kněžmost;;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kněžnice;;10;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Knínice u Boskovic;;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Knovíz;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Koberovy;;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kobeřice (Opava);;14;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kobeřice (Vyškov);;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Koblov;;24;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kobylí;;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kobylnice;2019-09-04;36;A;CZ;2019;#N/A;#N/A;#N/A;#N/A;#N/A
Kobyly (Bardejov);1994-01-01;28;D;SK;1994;49,2139868;21,2962352;Slovensko;Prešovský kraj;okres Bardejov
Kobyly (Liberec);;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kocbeře;;10;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kocelovice;;17;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Koclířov;;21;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kočí;;10;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kohoutovice;;21;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kochanovce (Bardejov);2020-07-21;29;C;SK;2020;49,1904029;21,3865974;Slovensko;Prešovský kraj;okres Bardejov
Kochanovce (Humenné);;43;B;SK;1899;48,9537933;21,9418492;Slovensko;Prešovský kraj;okres Humenné
Kojatice;2020-08-10;42;B;SK;2020;48,9982023;21,1302948;Slovensko;Prešovský kraj;okres Prešov
Kojátky;;22;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kojetice;;8;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kojetín;;22;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kojice;1994-01-01;10;C;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Kojšov;;42;A;SK;1899;48,8219398;20,9882394;Slovensko;Košický kraj;okres Gelnica
Kokašice;;6;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kokava nad Rimavicou;1994-01-01;40;D;SK;1994;48,570796;19,8410528;Slovensko;Banskobystrický kraj;okres Poltár
Kokory;;23;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kokořín;;8;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kokošovce;;42;B;SK;1899;48,9457295;21,3394479;Slovensko;Prešovský kraj;okres Prešov
Kolačkov;2022-07-09;27;D;SK;2022;49,2625789;20,6287093;Slovensko;Prešovský kraj;okres Stará Ľubovňa
Kolačno;;38;D;SK;1899;48,5935044;18,42686;Slovensko;Trenčiansky kraj;okres Partizánske
Kolárovice;1995-07-26;24;D;SK;1995;49,2752487;18,5323123;Slovensko;Žilinský kraj;okres Bytča
Kolárovo;1994-01-01;48;C;SK;1994;47,9182347;17,9966591;Slovensko;Nitriansky kraj;okres Komárno
Koláry;2018-07-01;49;B;SK;2018;48,0684;19,25928;Slovakia;Banskobystrický kraj;okres Veľký Krtíš
Kolbasov;;44;B;SK;1899;49,0071277;22,3821503;Slovensko;Prešovský kraj;okres Snina
Koldín;;11;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kolešov;;7;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kolešovice;;7;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kolín;1994-01-01;9;D;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Kolíňany;2018-07-01;48;A;SK;2018;48,3597711;18,1951113;Slovensko;Nitriansky kraj;okres Nitra
Kolinec;;17;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kolný;;32;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Koloděje;;9;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Koloděje nad Lužnicí;;18;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kolonica;;44;A;SK;1899;48,9569949;22,2570221;Slovensko;Prešovský kraj;okres Snina
Koloveč;;16;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kolovraty;;9;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kolta;2024-05-25;48;B;SK;2024;48,0176388;18,4138373;Slovensko;Nitriansky kraj;okres Nové Zámky
Komárno;1994-01-01;48;C;SK;1994;47,7574079;18,1298249;Slovensko;Nitriansky kraj;okres Komárno
Komárov (Beroun);;17;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Komárov (Opava);;23;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Komjatice;1994-01-01;48;A;SK;1994;48,1522793;18,1686035;Slovensko;Nitriansky kraj;okres Nové Zámky
Komjatná;1994-01-01;25;D;SK;1994;49,1461558;19,2437622;Slovensko;Žilinský kraj;okres Ružomberok
Komňa;;37;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Komoča;1994-01-01;48;C;SK;1994;47,9498145;18,0227382;Slovensko;Nitriansky kraj;okres Nové Zámky
Komorní Lhotka;;24;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Komorovice;;20;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Komořany (Most);;7;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Komořany (Praha-západ);;8;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Komořany (Vyškov);2019-09-04;22;C;CZ;2019;#N/A;#N/A;#N/A;#N/A;#N/A
Konárovice;;9;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kondrac;;19;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Konecchlumí;;10;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Koněprusy;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Koněšín;;21;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Koniarovce;;38;C;SK;1899;48,4293925;18,0929645;Slovensko;Nitriansky kraj;okres Topoľčany
Konice;;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Konice u Znojma;;35;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Konojedy (Kolín);;9;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Konojedy (Litoméřice);;8;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Konopiště;;19;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Konrádovce;;50;B;SK;1899;48,2991221;19,9043263;Slovensko;Banskobystrický kraj;okres Rimavská Sobota
Konská;1994-01-01;39;A;SK;1994;49,1166667;19,7166667;Slovensko;Žilinský kraj;okres Liptovský Mikuláš
Konstantinovy Lázně;1994-01-01;6;D;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Kopaniny;;5;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kopčany;2009-12-15;36;B;SK;2009;48,7877929;17,116995;Slovensko;Trnavský kraj;okres Skalica
Kopeček u Olomouce;1994-01-01;23;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Kopernica;1997-09-06;39;C;SK;1997;48,6852942;18,8739967;Slovensko;Banskobystrický kraj;okres Žiar nad Hronom
Kopidlno;;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kopidlo;;7;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kopisty;;7;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Koprivnica;2020-06-17;29;C;SK;2020;49,1574529;21,3977873;Slovensko;Prešovský kraj;okres Bardejov
Koprník;;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kopřivná;;12;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kopřivnice;2003-10-04;24;A;CZ;2003;#N/A;#N/A;#N/A;#N/A;#N/A
Kordíky;1994-01-01;39;B;SK;1994;48,7724905;19,0232117;Slovensko;Banskobystrický kraj;okres Banská Bystrica
Korňa;2004-02-14;24;D;SK;2004;49,4142681;18,5471041;Slovensko;Žilinský kraj;okres Čadca
Korouhev;;21;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Korozluky;;7;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Korunní;;6;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Koryčany;;36;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Korytná;;37;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Korytnica - kúpele;1994-01-01;39;B;SK;1994;48,8896159;19,2846583;Slovensko;Žilinský kraj;okres Ružomberok
Kořenec;;22;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kořenov;;4;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kosičky;;10;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kosihovce;;49;B;SK;1899;48,1820443;19,2022597;Slovensko;Banskobystrický kraj;okres Veľký Krtíš
Kosihy nad Ipľom;2018-07-01;49;B;SK;2018;48,0757821;19,1739876;Slovensko;Banskobystrický kraj;okres Veľký Krtíš
Kosmonosy;;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kosorín;1997-09-06;39;C;SK;1997;48,651323;18,8083703;Slovensko;Banskobystrický kraj;okres Žiar nad Hronom
Kosova Hora;;18;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Kostelany nad Moravou;;37;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
